TTH_LEP_PTH_120_200_Tag0 chi2 
0.52669 0
0.3 0.234035
0.5 0.00219714
0.7 0.0803315
0.9 0.333064
2.1 3.63178
2.3 4.33735
2.5 5.06825
2.7 5.82003
2.9 6.58869
3.1 7.37185
3.3 8.16689
3.5 8.97194
3.7 9.78537
3.9 10.6059
4.1 11.432
4.3 12.2631
4.5 13.0981
4.7 13.9361
4.9 14.7763
5.1 15.6186
5.3 16.4621
5.5 17.3066
5.7 18.1515
5.9 18.9965
6.1 19.8413
1.1 0.710494
1.3 1.18037
1.5 1.72071
1.7 2.31621
1.9 2.95596
