RECO_PTH_300_450_Tag0 chi2 
0.1265 1.24958
-0.0245 2.12517
1.4855 1.16347
1.6365 1.79456
1.7875 2.52159
1.9385 3.33823
2.0895 4.23879
2.2405 5.21811
2.3915 6.27139
2.5425 7.39436
2.6935 8.58301
2.8445 9.83366
0.4285 0.124548
0.2775 0.589039
2.9955 11.143
3.1465 12.5079
3.2975 13.9256
3.4485 15.3932
3.5995 16.9085
3.7505 18.4691
0.7305 -0.281134
0.5795 -0.160525
0.8815 -0.250587
1.0325 -0.0807656
1.1835 0.21771
1.3345 0.635301
