RECO_1J_PTH_120_200_Tag0 chi2 
0.1265 5.30446
-0.0245 7.27183
1.4855 0.855155
1.6365 1.69733
1.7875 2.74572
1.9385 3.98749
2.0895 5.41055
2.2405 7.00377
2.3915 8.75685
2.5425 10.6602
2.6935 12.7052
2.8445 14.8832
0.4285 2.07405
0.2775 3.49778
2.9955 17.187
3.1465 19.6092
0.7305 0.27269
0.5795 1.00712
1.0325 -0.287104
0.8815 -0.151822
1.1835 -0.152966
1.3345 0.233341
