RECO_TTH_LEP_PTH_200_300_Tag0 chi2 
1.10986 0
0.353 1.11269
0.051 2.75676
3.071 2.89307
3.373 3.61918
3.675 4.37608
3.977 5.1685
4.279 5.98605
4.581 6.8246
4.883 7.68077
5.185 8.55164
5.487 9.43484
5.789 10.3286
0.957 -0.012833
0.655 0.30418
6.091 11.231
6.393 12.141
6.695 13.0625
6.997 13.9838
7.299 14.9041
7.601 15.8332
7.903 16.7652
8.205 17.6993
8.507 18.6351
8.809 19.5722
1.259 -0.0184193
1.561 0.193308
1.863 0.552279
2.165 1.02445
2.467 1.5837
2.769 2.21115
