RECO_TTH_HAD_PTH_120_200_Tag0 chi2 
1.83583 0
0.353 5.1237
0.051 8.96504
3.071 1.44659
3.373 2.12865
3.675 2.89367
3.977 3.7288
4.279 4.62373
4.581 5.57009
4.883 6.56079
5.185 7.59034
5.487 8.65359
5.789 9.74615
0.957 1.32057
0.655 2.7692
6.091 10.8649
6.393 12.0061
6.695 13.1676
6.997 14.3469
7.299 15.5419
7.601 16.7509
7.903 17.9722
8.205 19.2044
1.561 0.0613179
1.259 0.47959
1.863 -0.0460095
2.165 0.0830384
2.467 0.397017
2.769 0.8592
