RECO_GE2J_PTH_120_200_Tag0 chi2 
0.1265 1.40304
-0.0245 2.22856
1.4855 0.942513
1.6365 1.56106
1.7875 2.29228
1.9385 3.1307
2.0895 4.07117
2.2405 5.1088
2.3915 6.23891
2.5425 7.45731
2.6935 8.75983
2.8445 10.1426
0.4285 0.262707
0.2775 0.75036
2.9955 11.602
3.1465 13.1346
3.2975 14.7371
3.4485 16.4066
3.5995 18.14
3.7505 19.9346
0.7305 -0.247105
0.5795 -0.0673652
0.8815 -0.283163
1.0325 -0.177082
1.1835 0.0670976
1.3345 0.442466
