RECO_PTH_200_300_Tag0 chi2 
0.1265 9.06172
-0.0245 12.1403
1.4855 -0.0702715
1.6365 0.393417
1.7875 1.09197
1.9385 2.00669
2.0895 3.12058
2.2405 4.41843
2.3915 5.8865
2.5425 7.51242
2.6935 9.28498
2.8445 11.1941
0.4285 4.48083
0.2775 6.52462
2.9955 13.2303
3.1465 15.3852
3.2975 17.6509
0.7305 1.70101
0.5795 2.88632
1.0325 0.170816
0.8815 0.88189
1.3345 -0.278017
1.1835 -0.20644
