RECO_TTH_HAD_PTH_60_120_Tag2 chi2 
1.57494 0
0.353 1.33347
0.051 2.19326
3.071 1.44096
3.373 2.0358
3.675 2.7079
3.977 3.45036
4.279 4.2566
4.581 5.12136
4.883 6.03944
5.185 7.00634
5.487 8.01795
5.789 9.07072
0.957 0.284266
0.655 0.703729
6.091 10.1613
6.393 11.2865
6.695 12.4485
6.997 13.6354
7.299 14.8495
7.601 16.089
7.903 17.3517
8.205 18.6361
8.507 19.9405
1.561 -0.0408236
1.259 0.0349326
1.863 0.0160003
2.165 0.208323
2.467 0.517639
2.769 0.932018
