RECO_1J_PTH_60_120_Tag0 chi2 
0.1265 17.5832
1.4855 0.304103
1.6365 1.19625
1.7875 2.5513
1.9385 4.37754
2.0895 6.64618
2.2405 9.32721
2.3915 12.3166
2.5425 15.5634
2.6935 19.1463
0.4285 9.35584
0.2775 13.2607
0.7305 3.57589
0.5795 6.12963
1.0325 0.432188
0.8815 1.68265
1.3345 -0.230351
1.1835 -0.196509
