RECO_TTH_LEP_PTH_120_200_Tag0 chi2 
0.486068 0
0.353 0.016996
0.051 0.874317
3.071 8.10976
3.373 9.46354
3.675 10.8491
3.977 12.261
4.279 13.6949
4.581 15.1471
4.883 16.6148
5.185 18.0955
5.487 19.5871
0.655 0.0358294
0.957 0.497673
1.259 1.22742
1.561 2.13754
1.863 3.18156
2.165 4.31195
2.467 5.52633
2.769 6.79449
