RECO_GE2J_PTH_120_200_Tag1 chi2 
0.1265 0.501198
-0.0245 0.98041
1.4855 1.10995
1.6365 1.6844
1.7875 2.35248
1.9385 3.11215
2.0895 3.96144
2.2405 4.89848
2.3915 5.51696
2.5425 6.03266
2.6935 6.64206
2.8445 7.34303
0.4285 -0.113578
0.2775 0.137275
2.9955 8.13345
3.1465 9.01127
3.2975 9.9745
3.4485 11.0212
3.5995 12.1494
3.7505 13.3573
3.9015 14.6429
4.0525 16.0047
4.2035 17.4407
4.3545 18.9493
0.7305 -0.284983
0.5795 -0.253554
0.8815 -0.210054
1.0325 -0.0309618
1.1835 0.250183
1.3345 0.631199
