RECO_TTH_HAD_PTH_200_300_Tag1 chi2 
0.1265 3.7545
-0.0245 4.42915
1.6365 0.313405
1.4855 0.482408
1.9385 0.0490799
1.7875 0.169705
2.2405 -0.130439
2.0895 -0.0502206
2.5425 -0.238163
2.3915 -0.192606
2.8445 -0.284196
2.6935 -0.26834
0.4285 2.65402
0.2775 3.16689
2.9955 -0.286685
3.1465 -0.276655
3.2975 -0.254948
3.4485 -0.222221
3.5995 -0.179136
3.7505 -0.126284
3.9015 -0.0642232
4.0525 0.00658117
4.2035 0.0856501
4.3545 0.172522
4.5055 0.26692
4.6565 0.368378
4.8075 0.476587
4.9585 0.591212
5.1095 0.712014
5.2605 0.838692
5.4115 0.97099
5.5625 1.10864
5.7135 1.25151
5.8645 1.39931
0.7305 1.81293
0.5795 2.2055
6.0155 1.55185
6.1665 1.70896
6.3175 1.87045
6.4685 2.03618
6.6195 2.20597
6.7705 2.37968
6.9215 2.55716
7.0725 2.7383
7.2235 2.92294
7.3745 3.11098
7.5255 3.30233
7.6765 3.49685
7.8275 3.69444
7.9785 3.89501
8.1295 4.09849
8.2805 4.30471
8.4315 4.51367
8.5825 4.72524
8.7335 4.93937
8.8845 5.15597
1.0325 1.16897
0.8815 1.46935
9.0355 5.37496
9.1865 5.59629
9.3375 5.8199
9.4885 6.04567
9.6395 6.27361
9.7905 6.50362
9.9415 6.73568
10.0925 6.96968
10.2435 7.20561
10.3945 7.44341
10.5455 7.68303
10.6965 7.92443
10.8475 8.16756
10.9985 8.41239
11.1495 8.65883
11.3005 8.90689
11.4515 9.15652
11.6025 9.40768
11.7535 9.66032
11.9045 9.91443
1.3345 0.679273
1.1835 0.906971
12.0555 10.17
12.2065 10.4269
12.3575 10.6851
12.5085 10.9447
12.6595 11.2058
12.8105 11.4679
12.9615 11.7313
13.1125 11.9959
13.2635 12.2616
13.4145 12.5287
13.5655 12.7968
13.7165 13.066
13.8675 13.3363
14.0185 13.6076
14.1695 13.8799
14.3205 14.1533
14.4715 14.4277
14.6225 14.7031
14.7735 14.9795
14.9245 15.2568
