RECO_GE2J_PTH_60_120_Tag1 chi2 
0.1265 -0.247817
-0.0245 -0.117437
1.4855 2.52046
1.6365 3.24024
1.7875 4.03675
1.9385 4.90832
2.0895 5.85331
2.2405 6.87007
2.3915 7.9569
2.5425 9.11216
2.6935 10.3341
2.8445 11.6213
0.2775 -0.287108
0.4285 -0.236799
2.9955 12.972
3.1465 14.3847
3.2975 15.8579
3.4485 17.3899
3.5995 18.9794
0.5795 -0.0977805
0.7305 0.128571
0.8815 0.440883
1.0325 0.83772
1.1835 1.31761
1.3345 1.87907
